algorithm,trial,training_condition,parameter_source,teacher_weight,epoch,bit_index,bit_value,rail,hidden_neuron,weight
S-DES,6,default_no_teacher_stdp,default,0.0,0,1,1,3,6,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,1,1,3,7,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,2,0,4,8,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,2,0,4,9,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,2,1,5,10,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,2,1,5,11,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,3,0,6,12,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,3,0,6,13,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,3,1,7,14,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,3,1,7,15,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,4,0,8,16,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,4,0,8,17,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,4,1,9,18,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,4,1,9,19,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,5,0,10,20,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,5,0,10,21,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,5,1,11,22,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,5,1,11,23,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,6,0,12,24,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,6,0,12,25,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,6,1,13,26,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,6,1,13,27,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,7,0,14,28,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,7,0,14,29,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,7,1,15,30,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,0,7,1,15,31,650.0
S-DES,6,default_no_teacher_stdp,default,0.0,1,0,0,0,0,658.362679886518
S-DES,6,default_no_teacher_stdp,default,0.0,1,0,0,0,1,658.362679886518
S-DES,6,default_no_teacher_stdp,default,0.0,1,0,1,1,2,651.0210142032934
S-DES,6,default_no_teacher_stdp,default,0.0,1,0,1,1,3,651.0210142032934
S-DES,6,default_no_teacher_stdp,default,0.0,1,1,0,2,4,651.3540713281346
S-DES,6,default_no_teacher_stdp,default,0.0,1,1,0,2,5,651.3540713281346
S-DES,6,default_no_teacher_stdp,default,0.0,1,1,1,3,6,657.8736263460963
S-DES,6,default_no_teacher_stdp,default,0.0,1,1,1,3,7,657.8736263460963
S-DES,6,default_no_teacher_stdp,default,0.0,1,2,0,4,8,653.152884887387
S-DES,6,default_no_teacher_stdp,default,0.0,1,2,0,4,9,653.152884887387
S-DES,6,default_no_teacher_stdp,default,0.0,1,2,1,5,10,656.682967417477
S-DES,6,default_no_teacher_stdp,default,0.0,1,2,1,5,11,656.682967417477
S-DES,6,default_no_teacher_stdp,default,0.0,1,3,0,6,12,658.0052176781217
S-DES,6,default_no_teacher_stdp,default,0.0,1,3,0,6,13,658.0052176781217
S-DES,6,default_no_teacher_stdp,default,0.0,1,3,1,7,14,651.550658310005
S-DES,6,default_no_teacher_stdp,default,0.0,1,3,1,7,15,651.550658310005
S-DES,6,default_no_teacher_stdp,default,0.0,1,4,0,8,16,651.5696662124875
S-DES,6,default_no_teacher_stdp,default,0.0,1,4,0,8,17,651.5696662124875
S-DES,6,default_no_teacher_stdp,default,0.0,1,4,1,9,18,660.3481628361855
S-DES,6,default_no_teacher_stdp,default,0.0,1,4,1,9,19,660.3481628361855
S-DES,6,default_no_teacher_stdp,default,0.0,1,5,0,10,20,657.231573704753
S-DES,6,default_no_teacher_stdp,default,0.0,1,5,0,10,21,657.231573704753
S-DES,6,default_no_teacher_stdp,default,0.0,1,5,1,11,22,651.6856661888821
S-DES,6,default_no_teacher_stdp,default,0.0,1,5,1,11,23,651.6856661888821
S-DES,6,default_no_teacher_stdp,default,0.0,1,6,0,12,24,652.0935206993776
S-DES,6,default_no_teacher_stdp,default,0.0,1,6,0,12,25,652.0935206993776
S-DES,6,default_no_teacher_stdp,default,0.0,1,6,1,13,26,656.430039799899
S-DES,6,default_no_teacher_stdp,default,0.0,1,6,1,13,27,656.430039799899
S-DES,6,default_no_teacher_stdp,default,0.0,1,7,0,14,28,660.0536446817823
S-DES,6,default_no_teacher_stdp,default,0.0,1,7,0,14,29,660.0536446817823
S-DES,6,default_no_teacher_stdp,default,0.0,1,7,1,15,30,651.3750896112439
S-DES,6,default_no_teacher_stdp,default,0.0,1,7,1,15,31,651.3750896112439
S-DES,6,default_no_teacher_stdp,default,0.0,2,0,0,0,0,666.6659844044191
S-DES,6,default_no_teacher_stdp,default,0.0,2,0,0,0,1,666.6659844044191
S-DES,6,default_no_teacher_stdp,default,0.0,2,0,1,1,2,652.2086521389614
S-DES,6,default_no_teacher_stdp,default,0.0,2,0,1,1,3,652.2086521389614
S-DES,6,default_no_teacher_stdp,default,0.0,2,1,0,2,4,652.8556922857133
S-DES,6,default_no_teacher_stdp,default,0.0,2,1,0,2,5,652.8556922857133
S-DES,6,default_no_teacher_stdp,default,0.0,2,1,1,3,6,665.8740034179739
S-DES,6,default_no_teacher_stdp,default,0.0,2,1,1,3,7,665.8740034179739
S-DES,6,default_no_teacher_stdp,default,0.0,2,2,0,4,8,657.0723216563595
S-DES,6,default_no_teacher_stdp,default,0.0,2,2,0,4,9,657.0723216563595
S-DES,6,default_no_teacher_stdp,default,0.0,2,2,1,5,10,663.1196888813157
S-DES,6,default_no_teacher_stdp,default,0.0,2,2,1,5,11,663.1196888813157
S-DES,6,default_no_teacher_stdp,default,0.0,2,3,0,6,12,665.9503916798526
S-DES,6,default_no_teacher_stdp,default,0.0,2,3,0,6,13,665.9503916798526
S-DES,6,default_no_teacher_stdp,default,0.0,2,3,1,7,14,653.1817673415902
S-DES,6,default_no_teacher_stdp,default,0.0,2,3,1,7,15,653.1817673415902
S-DES,6,default_no_teacher_stdp,default,0.0,2,4,0,8,16,653.404690443772
S-DES,6,default_no_teacher_stdp,default,0.0,2,4,0,8,17,653.404690443772
S-DES,6,default_no_teacher_stdp,default,0.0,2,4,1,9,18,670.8815979870824
S-DES,6,default_no_teacher_stdp,default,0.0,2,4,1,9,19,670.8815979870824
S-DES,6,default_no_teacher_stdp,default,0.0,2,5,0,10,20,664.549474551688
S-DES,6,default_no_teacher_stdp,default,0.0,2,5,0,10,21,664.549474551688
S-DES,6,default_no_teacher_stdp,default,0.0,2,5,1,11,22,653.5663978300477
S-DES,6,default_no_teacher_stdp,default,0.0,2,5,1,11,23,653.5663978300477
S-DES,6,default_no_teacher_stdp,default,0.0,2,6,0,12,24,654.4011519760702
S-DES,6,default_no_teacher_stdp,default,0.0,2,6,0,12,25,654.4011519760702
S-DES,6,default_no_teacher_stdp,default,0.0,2,6,1,13,26,662.9255228905135
S-DES,6,default_no_teacher_stdp,default,0.0,2,6,1,13,27,662.9255228905135
S-DES,6,default_no_teacher_stdp,default,0.0,2,7,0,14,28,670.0160406333619
S-DES,6,default_no_teacher_stdp,default,0.0,2,7,0,14,29,670.0160406333619
S-DES,6,default_no_teacher_stdp,default,0.0,2,7,1,15,30,653.1895509928925
S-DES,6,default_no_teacher_stdp,default,0.0,2,7,1,15,31,653.1895509928925
S-DES,6,default_no_teacher_stdp,default,0.0,3,0,0,0,0,675.0700426880778
S-DES,6,default_no_teacher_stdp,default,0.0,3,0,0,0,1,675.0700426880778
S-DES,6,default_no_teacher_stdp,default,0.0,3,0,1,1,2,653.4007063510106
S-DES,6,default_no_teacher_stdp,default,0.0,3,0,1,1,3,653.4007063510106
S-DES,6,default_no_teacher_stdp,default,0.0,3,1,0,2,4,654.3445641741042
S-DES,6,default_no_teacher_stdp,default,0.0,3,1,0,2,5,654.3445641741042
S-DES,6,default_no_teacher_stdp,default,0.0,3,1,1,3,6,673.9168942744901
S-DES,6,default_no_teacher_stdp,default,0.0,3,1,1,3,7,673.9168942744901
S-DES,6,default_no_teacher_stdp,default,0.0,3,2,0,4,8,660.9530943637544
S-DES,6,default_no_teacher_stdp,default,0.0,3,2,0,4,9,660.9530943637544
S-DES,6,default_no_teacher_stdp,default,0.0,3,2,1,5,10,669.5477771697416
S-DES,6,default_no_teacher_stdp,default,0.0,3,2,1,5,11,669.5477771697416
S-DES,6,default_no_teacher_stdp,default,0.0,3,3,0,6,12,673.9331440563024
S-DES,6,default_no_teacher_stdp,default,0.0,3,3,0,6,13,673.9331440563024
S-DES,6,default_no_teacher_stdp,default,0.0,3,3,1,7,14,654.8013864342437
S-DES,6,default_no_teacher_stdp,default,0.0,3,3,1,7,15,654.8013864342437
S-DES,6,default_no_teacher_stdp,default,0.0,3,4,0,8,16,655.2211797088456
S-DES,6,default_no_teacher_stdp,default,0.0,3,4,0,8,17,655.2211797088456
S-DES,6,default_no_teacher_stdp,default,0.0,3,4,1,9,18,681.6092371857643
S-DES,6,default_no_teacher_stdp,default,0.0,3,4,1,9,19,681.6092371857643
S-DES,6,default_no_teacher_stdp,default,0.0,3,5,0,10,20,671.8577885889382
S-DES,6,default_no_teacher_stdp,default,0.0,3,5,0,10,21,671.8577885889382
S-DES,6,default_no_teacher_stdp,default,0.0,3,5,1,11,22,655.4417576771649
S-DES,6,default_no_teacher_stdp,default,0.0,3,5,1,11,23,655.4417576771649
S-DES,6,default_no_teacher_stdp,default,0.0,3,6,0,12,24,656.7151361798494
S-DES,6,default_no_teacher_stdp,default,0.0,3,6,0,12,25,656.7151361798494
S-DES,6,default_no_teacher_stdp,default,0.0,3,6,1,13,26,669.499100393595
S-DES,6,default_no_teacher_stdp,default,0.0,3,6,1,13,27,669.499100393595
S-DES,6,default_no_teacher_stdp,default,0.0,3,7,0,14,28,680.1685933064863
S-DES,6,default_no_teacher_stdp,default,0.0,3,7,0,14,29,680.1685933064863
S-DES,6,default_no_teacher_stdp,default,0.0,3,7,1,15,30,655.0040440806081
S-DES,6,default_no_teacher_stdp,default,0.0,3,7,1,15,31,655.0040440806081
S-DES,6,default_no_teacher_stdp,default,0.0,4,0,0,0,0,683.6884326900015
S-DES,6,default_no_teacher_stdp,default,0.0,4,0,0,0,1,683.6884326900015
S-DES,6,default_no_teacher_stdp,default,0.0,4,0,1,1,2,654.5788881962299
S-DES,6,default_no_teacher_stdp,default,0.0,4,0,1,1,3,654.5788881962299
S-DES,6,default_no_teacher_stdp,default,0.0,4,1,0,2,4,655.7963801733947
S-DES,6,default_no_teacher_stdp,default,0.0,4,1,0,2,5,655.7963801733947
S-DES,6,default_no_teacher_stdp,default,0.0,4,1,1,3,6,682.1276188952322
S-DES,6,default_no_teacher_stdp,default,0.0,4,1,1,3,7,682.1276188952322
S-DES,6,default_no_teacher_stdp,default,0.0,4,2,0,4,8,664.8284298102269
S-DES,6,default_no_teacher_stdp,default,0.0,4,2,0,4,9,664.8284298102269
S-DES,6,default_no_teacher_stdp,default,0.0,4,2,1,5,10,676.0730743437056
S-DES,6,default_no_teacher_stdp,default,0.0,4,2,1,5,11,676.0730743437056
S-DES,6,default_no_teacher_stdp,default,0.0,4,3,0,6,12,682.0454992433513
S-DES,6,default_no_teacher_stdp,default,0.0,4,3,0,6,13,682.0454992433513
S-DES,6,default_no_teacher_stdp,default,0.0,4,3,1,7,14,656.4061234991503
S-DES,6,default_no_teacher_stdp,default,0.0,4,3,1,7,15,656.4061234991503
S-DES,6,default_no_teacher_stdp,default,0.0,4,4,0,8,16,657.0337895120286
S-DES,6,default_no_teacher_stdp,default,0.0,4,4,0,8,17,657.0337895120286
S-DES,6,default_no_teacher_stdp,default,0.0,4,4,1,9,18,692.4634364167596
S-DES,6,default_no_teacher_stdp,default,0.0,4,4,1,9,19,692.4634364167596
S-DES,6,default_no_teacher_stdp,default,0.0,4,5,0,10,20,679.4812360950165
S-DES,6,default_no_teacher_stdp,default,0.0,4,5,0,10,21,679.4812360950165
S-DES,6,default_no_teacher_stdp,default,0.0,4,5,1,11,22,657.3284266193841
S-DES,6,default_no_teacher_stdp,default,0.0,4,5,1,11,23,657.3284266193841
S-DES,6,default_no_teacher_stdp,default,0.0,4,6,0,12,24,659.0358215782732
S-DES,6,default_no_teacher_stdp,default,0.0,4,6,0,12,25,659.0358215782732
S-DES,6,default_no_teacher_stdp,default,0.0,4,6,1,13,26,676.1685907843018
S-DES,6,default_no_teacher_stdp,default,0.0,4,6,1,13,27,676.1685907843018
S-DES,6,default_no_teacher_stdp,default,0.0,4,7,0,14,28,690.5944322063922
S-DES,6,default_no_teacher_stdp,default,0.0,4,7,0,14,29,690.5944322063922
S-DES,6,default_no_teacher_stdp,default,0.0,4,7,1,15,30,656.8117100249499
S-DES,6,default_no_teacher_stdp,default,0.0,4,7,1,15,31,656.8117100249499
S-DES,6,default_no_teacher_stdp,default,0.0,5,0,0,0,0,692.3658685223629
S-DES,6,default_no_teacher_stdp,default,0.0,5,0,0,0,1,692.3658685223629
S-DES,6,default_no_teacher_stdp,default,0.0,5,0,1,1,2,655.7612033230512
S-DES,6,default_no_teacher_stdp,default,0.0,5,0,1,1,3,655.7612033230512
S-DES,6,default_no_teacher_stdp,default,0.0,5,1,0,2,4,657.2512671143425
S-DES,6,default_no_teacher_stdp,default,0.0,5,1,0,2,5,657.2512671143425
S-DES,6,default_no_teacher_stdp,default,0.0,5,1,1,3,6,690.4747168203347
S-DES,6,default_no_teacher_stdp,default,0.0,5,1,1,3,7,690.4747168203347
S-DES,6,default_no_teacher_stdp,default,0.0,5,2,0,4,8,668.7663723842858
S-DES,6,default_no_teacher_stdp,default,0.0,5,2,0,4,9,668.7663723842858
S-DES,6,default_no_teacher_stdp,default,0.0,5,2,1,5,10,682.6314306911326
S-DES,6,default_no_teacher_stdp,default,0.0,5,2,1,5,11,682.6314306911326
S-DES,6,default_no_teacher_stdp,default,0.0,5,3,0,6,12,690.2125565928702
S-DES,6,default_no_teacher_stdp,default,0.0,5,3,0,6,13,690.2125565928702
S-DES,6,default_no_teacher_stdp,default,0.0,5,3,1,7,14,658.012971617896
S-DES,6,default_no_teacher_stdp,default,0.0,5,3,1,7,15,658.012971617896
S-DES,6,default_no_teacher_stdp,default,0.0,5,4,0,8,16,658.85105277922
S-DES,6,default_no_teacher_stdp,default,0.0,5,4,0,8,17,658.85105277922
S-DES,6,default_no_teacher_stdp,default,0.0,5,4,1,9,18,703.3619315073387
S-DES,6,default_no_teacher_stdp,default,0.0,5,4,1,9,19,703.3619315073387
S-DES,6,default_no_teacher_stdp,default,0.0,5,5,0,10,20,687.1454004296545
S-DES,6,default_no_teacher_stdp,default,0.0,5,5,0,10,21,687.1454004296545
S-DES,6,default_no_teacher_stdp,default,0.0,5,5,1,11,22,659.2263751449643
S-DES,6,default_no_teacher_stdp,default,0.0,5,5,1,11,23,659.2263751449643
S-DES,6,default_no_teacher_stdp,default,0.0,5,6,0,12,24,661.3658295541707
S-DES,6,default_no_teacher_stdp,default,0.0,5,6,0,12,25,661.3658295541707
S-DES,6,default_no_teacher_stdp,default,0.0,5,6,1,13,26,682.9380220837271
S-DES,6,default_no_teacher_stdp,default,0.0,5,6,1,13,27,682.9380220837271
S-DES,6,default_no_teacher_stdp,default,0.0,5,7,0,14,28,701.1224850579963
S-DES,6,default_no_teacher_stdp,default,0.0,5,7,0,14,29,701.1224850579963
S-DES,6,default_no_teacher_stdp,default,0.0,5,7,1,15,30,658.619274010391
S-DES,6,default_no_teacher_stdp,default,0.0,5,7,1,15,31,658.619274010391
S-DES,6,es_no_teacher_stdp,ES,0.0,0,0,0,0,0,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,0,0,0,1,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,0,1,1,2,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,0,1,1,3,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,1,0,2,4,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,1,0,2,5,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,1,1,3,6,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,1,1,3,7,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,2,0,4,8,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,2,0,4,9,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,2,1,5,10,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,2,1,5,11,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,3,0,6,12,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,3,0,6,13,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,3,1,7,14,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,3,1,7,15,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,4,0,8,16,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,4,0,8,17,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,4,1,9,18,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,4,1,9,19,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,5,0,10,20,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,5,0,10,21,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,5,1,11,22,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,5,1,11,23,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,6,0,12,24,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,6,0,12,25,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,6,1,13,26,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,6,1,13,27,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,7,0,14,28,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,7,0,14,29,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,7,1,15,30,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,0,7,1,15,31,763.7466297241599
S-DES,6,es_no_teacher_stdp,ES,0.0,1,0,0,0,0,769.5861383203965
S-DES,6,es_no_teacher_stdp,ES,0.0,1,0,0,0,1,769.5861383203965
S-DES,6,es_no_teacher_stdp,ES,0.0,1,0,1,1,2,764.6436744694095
S-DES,6,es_no_teacher_stdp,ES,0.0,1,0,1,1,3,764.6436744694095
S-DES,6,es_no_teacher_stdp,ES,0.0,1,1,0,2,4,764.8896578764459
S-DES,6,es_no_teacher_stdp,ES,0.0,1,1,0,2,5,764.8896578764459
S-DES,6,es_no_teacher_stdp,ES,0.0,1,1,1,3,6,769.7078645127394
S-DES,6,es_no_teacher_stdp,ES,0.0,1,1,1,3,7,769.7078645127394
S-DES,6,es_no_teacher_stdp,ES,0.0,1,2,0,4,8,766.0813154241697
S-DES,6,es_no_teacher_stdp,ES,0.0,1,2,0,4,9,766.0813154241697
S-DES,6,es_no_teacher_stdp,ES,0.0,1,2,1,5,10,768.3981773823543
S-DES,6,es_no_teacher_stdp,ES,0.0,1,2,1,5,11,768.3981773823543
S-DES,6,es_no_teacher_stdp,ES,0.0,1,3,0,6,12,769.340655193303
S-DES,6,es_no_teacher_stdp,ES,0.0,1,3,0,6,13,769.340655193303
S-DES,6,es_no_teacher_stdp,ES,0.0,1,3,1,7,14,764.9156123760832
S-DES,6,es_no_teacher_stdp,ES,0.0,1,3,1,7,15,764.9156123760832
S-DES,6,es_no_teacher_stdp,ES,0.0,1,4,0,8,16,765.054968984151
S-DES,6,es_no_teacher_stdp,ES,0.0,1,4,0,8,17,765.054968984151
S-DES,6,es_no_teacher_stdp,ES,0.0,1,4,1,9,18,771.5184367826137
S-DES,6,es_no_teacher_stdp,ES,0.0,1,4,1,9,19,771.5184367826137
S-DES,6,es_no_teacher_stdp,ES,0.0,1,5,0,10,20,769.1318780773225
S-DES,6,es_no_teacher_stdp,ES,0.0,1,5,0,10,21,769.1318780773225
S-DES,6,es_no_teacher_stdp,ES,0.0,1,5,1,11,22,765.0040409404289
S-DES,6,es_no_teacher_stdp,ES,0.0,1,5,1,11,23,765.0040409404289
S-DES,6,es_no_teacher_stdp,ES,0.0,1,6,0,12,24,765.5664732365375
S-DES,6,es_no_teacher_stdp,ES,0.0,1,6,0,12,25,765.5664732365375
S-DES,6,es_no_teacher_stdp,ES,0.0,1,6,1,13,26,768.4326135063857
S-DES,6,es_no_teacher_stdp,ES,0.0,1,6,1,13,27,768.4326135063857
S-DES,6,es_no_teacher_stdp,ES,0.0,1,7,0,14,28,771.3474949182678
S-DES,6,es_no_teacher_stdp,ES,0.0,1,7,0,14,29,771.3474949182678
S-DES,6,es_no_teacher_stdp,ES,0.0,1,7,1,15,30,764.7997840926016
S-DES,6,es_no_teacher_stdp,ES,0.0,1,7,1,15,31,764.7997840926016
S-DES,6,es_no_teacher_stdp,ES,0.0,2,0,0,0,0,776.0436798862562
S-DES,6,es_no_teacher_stdp,ES,0.0,2,0,0,0,1,776.0436798862562
S-DES,6,es_no_teacher_stdp,ES,0.0,2,0,1,1,2,765.678410197599
S-DES,6,es_no_teacher_stdp,ES,0.0,2,0,1,1,3,765.678410197599
S-DES,6,es_no_teacher_stdp,ES,0.0,2,1,0,2,4,766.1955051576857
S-DES,6,es_no_teacher_stdp,ES,0.0,2,1,0,2,5,766.1955051576857
S-DES,6,es_no_teacher_stdp,ES,0.0,2,1,1,3,6,776.4014861567111
S-DES,6,es_no_teacher_stdp,ES,0.0,2,1,1,3,7,776.4014861567111
S-DES,6,es_no_teacher_stdp,ES,0.0,2,2,0,4,8,769.0382126321887
S-DES,6,es_no_teacher_stdp,ES,0.0,2,2,0,4,9,769.0382126321887
S-DES,6,es_no_teacher_stdp,ES,0.0,2,2,1,5,10,773.4438997666987
S-DES,6,es_no_teacher_stdp,ES,0.0,2,2,1,5,11,773.4438997666987
S-DES,6,es_no_teacher_stdp,ES,0.0,2,3,0,6,12,775.6140358727378
S-DES,6,es_no_teacher_stdp,ES,0.0,2,3,0,6,13,775.6140358727378
S-DES,6,es_no_teacher_stdp,ES,0.0,2,3,1,7,14,766.1958394840934
S-DES,6,es_no_teacher_stdp,ES,0.0,2,3,1,7,15,766.1958394840934
S-DES,6,es_no_teacher_stdp,ES,0.0,2,4,0,8,16,766.5756863023066
S-DES,6,es_no_teacher_stdp,ES,0.0,2,4,0,8,17,766.5756863023066
S-DES,6,es_no_teacher_stdp,ES,0.0,2,4,1,9,18,780.3292882676365
S-DES,6,es_no_teacher_stdp,ES,0.0,2,4,1,9,19,780.3292882676365
S-DES,6,es_no_teacher_stdp,ES,0.0,2,5,0,10,20,775.0200412402191
S-DES,6,es_no_teacher_stdp,ES,0.0,2,5,0,10,21,775.0200412402191
S-DES,6,es_no_teacher_stdp,ES,0.0,2,5,1,11,22,766.4472198937782
S-DES,6,es_no_teacher_stdp,ES,0.0,2,5,1,11,23,766.4472198937782
S-DES,6,es_no_teacher_stdp,ES,0.0,2,6,0,12,24,767.5943170717171
S-DES,6,es_no_teacher_stdp,ES,0.0,2,6,0,12,25,767.5943170717171
S-DES,6,es_no_teacher_stdp,ES,0.0,2,6,1,13,26,773.5688008978185
S-DES,6,es_no_teacher_stdp,ES,0.0,2,6,1,13,27,773.5688008978185
S-DES,6,es_no_teacher_stdp,ES,0.0,2,7,0,14,28,779.8686906828057
S-DES,6,es_no_teacher_stdp,ES,0.0,2,7,0,14,29,779.8686906828057
S-DES,6,es_no_teacher_stdp,ES,0.0,2,7,1,15,30,766.1702136585363
S-DES,6,es_no_teacher_stdp,ES,0.0,2,7,1,15,31,766.1702136585363
S-DES,6,es_no_teacher_stdp,ES,0.0,3,0,0,0,0,782.871355596372
S-DES,6,es_no_teacher_stdp,ES,0.0,3,0,0,0,1,782.871355596372
S-DES,6,es_no_teacher_stdp,ES,0.0,3,0,1,1,2,766.7106470825846
S-DES,6,es_no_teacher_stdp,ES,0.0,3,0,1,1,3,766.7106470825846
S-DES,6,es_no_teacher_stdp,ES,0.0,3,1,0,2,4,767.5026041996502
S-DES,6,es_no_teacher_stdp,ES,0.0,3,1,0,2,5,767.5026041996502
S-DES,6,es_no_teacher_stdp,ES,0.0,3,1,1,3,6,783.1162646319622
S-DES,6,es_no_teacher_stdp,ES,0.0,3,1,1,3,7,783.1162646319622
S-DES,6,es_no_teacher_stdp,ES,0.0,3,2,0,4,8,772.2177714327328
S-DES,6,es_no_teacher_stdp,ES,0.0,3,2,0,4,9,772.2177714327328
S-DES,6,es_no_teacher_stdp,ES,0.0,3,2,1,5,10,778.5110874159069
S-DES,6,es_no_teacher_stdp,ES,0.0,3,2,1,5,11,778.5110874159069
S-DES,6,es_no_teacher_stdp,ES,0.0,3,3,0,6,12,782.1188255458371
S-DES,6,es_no_teacher_stdp,ES,0.0,3,3,0,6,13,782.1188255458371
S-DES,6,es_no_teacher_stdp,ES,0.0,3,3,1,7,14,767.4754292754716
S-DES,6,es_no_teacher_stdp,ES,0.0,3,3,1,7,15,767.4754292754716
S-DES,6,es_no_teacher_stdp,ES,0.0,3,4,0,8,16,768.0964402965373
S-DES,6,es_no_teacher_stdp,ES,0.0,3,4,0,8,17,768.0964402965373
S-DES,6,es_no_teacher_stdp,ES,0.0,3,4,1,9,18,789.4240802767758
S-DES,6,es_no_teacher_stdp,ES,0.0,3,4,1,9,19,789.4240802767758
S-DES,6,es_no_teacher_stdp,ES,0.0,3,5,0,10,20,781.1438233796176
S-DES,6,es_no_teacher_stdp,ES,0.0,3,5,0,10,21,781.1438233796176
S-DES,6,es_no_teacher_stdp,ES,0.0,3,5,1,11,22,767.8894890514662
S-DES,6,es_no_teacher_stdp,ES,0.0,3,5,1,11,23,767.8894890514662
S-DES,6,es_no_teacher_stdp,ES,0.0,3,6,0,12,24,769.701926521746
S-DES,6,es_no_teacher_stdp,ES,0.0,3,6,0,12,25,769.701926521746
S-DES,6,es_no_teacher_stdp,ES,0.0,3,6,1,13,26,778.8638481542298
S-DES,6,es_no_teacher_stdp,ES,0.0,3,6,1,13,27,778.8638481542298
S-DES,6,es_no_teacher_stdp,ES,0.0,3,7,0,14,28,788.8031106739423
S-DES,6,es_no_teacher_stdp,ES,0.0,3,7,0,14,29,788.8031106739423
S-DES,6,es_no_teacher_stdp,ES,0.0,3,7,1,15,30,767.540351039635
S-DES,6,es_no_teacher_stdp,ES,0.0,3,7,1,15,31,767.540351039635
S-DES,6,es_no_teacher_stdp,ES,0.0,4,0,0,0,0,790.5955375433236
S-DES,6,es_no_teacher_stdp,ES,0.0,4,0,0,0,1,790.5955375433236
S-DES,6,es_no_teacher_stdp,ES,0.0,4,0,1,1,2,767.7377869795052
S-DES,6,es_no_teacher_stdp,ES,0.0,4,0,1,1,3,767.7377869795052
S-DES,6,es_no_teacher_stdp,ES,0.0,4,1,0,2,4,768.8557673881155
S-DES,6,es_no_teacher_stdp,ES,0.0,4,1,0,2,5,768.8557673881155
S-DES,6,es_no_teacher_stdp,ES,0.0,4,1,1,3,6,790.2287322763228
S-DES,6,es_no_teacher_stdp,ES,0.0,4,1,1,3,7,790.2287322763228
S-DES,6,es_no_teacher_stdp,ES,0.0,4,2,0,4,8,775.3805611362898
S-DES,6,es_no_teacher_stdp,ES,0.0,4,2,0,4,9,775.3805611362898
